REF;NAME;PVP03;PVP04;PVP02
24226.003.101;COLCHONETA MATRIXCELL GROSOR 1,5 CM 180X60CM -NEGRO, ROJO, VERDE, AMARILLO, VIOLETA, AZUL, VERDE SFT-;13.3;14.63;15.96
24227;RAQUETA TENIS DE MESA SOFTEE 'P100';2.7;2.97;3.24
24227.A26.1;RAQUETA TENIS DE MESA SOFTEE 'P100';2.7;2.97;3.24
24228;RAQUETA TENIS DE MESA SOFTEE `P050´;1.49;1.64;1.79
24228.A26.1;RAQUETA TENIS DE MESA SOFTEE `P050´;1.49;1.64;1.79
24229;RAQUETA TENIS DE MESA SOFTEE ENERGY -NEGRO, ROJO, AMARILLO-;4.95;5.45;5.94
24230;ALZAS DE PLÁSTICO SOFTEE;2.96;3.26;3.55
24231.002.210;VALLA PVC REFORZADO 50X60CM;8.6;9.46;10.32
24231.002.211;VALLA PVC REFORZADO 40X60CM;7.82;8.6;9.38
24231.002.212;VALLA PVC REFORZADO 30X60CM;6.98;7.68;8.38
24231.002.213;VALLA PVC REFORZADO 20X60CM;6.26;6.89;7.51
24231.002.214;VALLA PVC REFORZADO 40X120CM;9.47;10.42;11.36
24231.002.215;VALLA PVC REFORZADO 30X120CM;8.04;8.84;9.65
24231.002.216;VALLA PVC REFORZADO 20X120CM;7.57;8.33;9.08
24231.002.217;VALLA PVC REFORZADO 50X120CM;9.79;10.77;11.75
24232.003.3;CARPETA VELEDA NEUTRA (ROJA Y AMARILLA );2.98;3.28;3.58
24233.D02.24;SET CHINO BELT 24 UDS;5.42;5.96;6.5
24233.D02.40;SET CHINO BELT 40 UDS;8.32;9.15;9.98
24233.D02.48;SET CHINO BELT 48 UDS;9.84;10.82;11.81
24233.D02.60;SET CHINO BELT 60 UDS;12.19;13.41;14.63
24234;SACO PORTABALONES SOFTEE -NEGRO, VERDE, ROYAL, AMARILLO, NARANJA, VIOLETA, MARINO, CELESTE-;4.95;5.45;5.94
24235;HULA HOOP  -ROJO, VERDE, AMARILLO, AZUL-;1.82;2;2.18
24236;AQUASTEP;39;42.9;46.8
24239;PELOTA CAUCHO SOFTEE;2.95;3.25;3.54
24323.5;SET MINI-POWER FITNESS SOFTEE -NARANJA, VERDE, VIOLETA Y AMARILLO FLUOR-;24;26.4;28.8
24323.6;SET POWER FITNESS SOFTEE -NARANJA, VERDE, VIOLETA Y AMARILLO FLUOR-;38.95;42.85;46.74
24341.019.12;TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL 12 PELOTAS -VIOLETA, AMARILLO FLÚOR, TRANSPARENTE-;7.5;8.25;9
24341.019.15;TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL 15 PELOTAS  -VIOLETA, AMARILLO FLÚOR, TRANSPARENTE, ROJO, NARANJA, AZUL-;8.5;9.35;10.2
24341.019.21;TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL 21 PELOTAS  -VIOLETA, AMARILLO FLÚOR, TRANSPARENTE-;12.5;13.75;15
24341.033.12;TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL 12PTS - TRANSPARENTE, VIOLETA, AMARILLO FLÚOR -;7.5;8.25;9
24341.033.15;TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL 15PTS - TRANSPARENTE, NARANJA, VIOLETA -;8.5;9.35;10.2
24341.033.21;TUBO RECOGEPELOTAS SOFTEE TENIS / PÁDEL 21PTS - TRANSPARENTE, AMARILLO FLÚOR, VIOLETA -;12.5;13.75;15
24342.001.301;COLCHONETA PILATES/YOGA SOFTEE DELUXE GROSOR 6MM -NEGRO, ROJO, AZUL, CORAL-;6.8;7.48;8.16
24342.301;COLCHONETA YOGA/PILATES DELUXE 6 MM -NEGRO, ROJO, AZUL Y CORAL-;6.8;7.48;8.16
24343.008.302;COLCHONETA YOGA SOFTEE DISEÑO ESTAMPADO -VIOLETA, CORAL, RAYAS, MULTICOLOR-;6.6;7.26;7.92
24343.030.301;COLCHONETA YOGA SOFTEE 6 MM DISEÑO ESTAMPADO MULTICOLOR;7.9;8.69;9.48
24343.036.300;COLCHONETA YOGA SOFTEE 4 MM DISEÑO ESTAMPADO CORAL;6.1;6.71;7.32
24343.077.302;COLCHONETA YOGA SOFTEE 5 MM DISEÑO ESTAMPADO RAYAS;6.6;7.26;7.92
24344.B72.303;PIEZA TATAMI SOFTEE 4CM;20.5;20.5;20.5
24344.B72.304;PIEZA TATAMI SOFTEE 2CM;12.5;12.5;12.5
24346;ZAPATILLERO NEUTRO -NEGRO, ROJO, REAL, MARINO-;1.2;1.32;1.44
24348;BOLSA ZAPATILLERO MINITEAM - NEGRO, REAL/MARINO, ROJO/MARINO-;6.2;6.82;7.44
24348 ;BOLSA ZAPATILLERO SOFTEE MINITEAM -NEGRO/GRIS, REAL/MARINO, ROJO/MARINO-;6.2;6.82;7.44
24349;BOLSA ZAPATILLERO SOFTEE TEAM -COLORES VARIADOS-;7.2;7.92;8.64
24351;BOTELLA SOFTEE ENERGY 750 ml  -BLANCO, ROJO, VERDE, AMARILLO, GRIS, AZUL, VERDE SFT, AMARILLO FLÚOR, NARANJA FLÚOR-;0.89;0.98;1.07
24352;BANASTA CON RUEDAS  -NEGRO, BLANCO, ROJO, VERDE, AMARILLO, NARANJA, AZUL, MORADO, VERDE SFT-;35.9;39.49;43.08
24353;SILBATO PLASTICO MAXI;0.59;0.65;0.71
24353.001.1;SILBATO DE PLASTICO MAXI;0.59;0.65;0.71
24355.UNI.10;SACO DE ENTRENAMIENTO FUNCIONAL SOFTEE -5KG-;18.5;20.35;22.2
24355.UNI.15;SACO DE ENTRENAMIENTO FUNCIONAL SOFTEE -10KG-;26.1;28.71;31.32
24355.UNI.20;SACO DE ENTRENAMIENTO FUNCIONAL SOFTEE -15KG-;31.4;34.54;37.68
24355.UNI.25;SACO DE ENTRENAMIENTO FUNCIONAL SOFTEE -20KG-;35.6;39.16;42.72
24356.UNI.10;SACO ENTRENAMIENTO BULGARO O PARA HOMBROS SOFTEE -5KG-;15.8;17.38;18.96
24356.UNI.15;SACO ENTRENAMIENTO BULGARO O PARA HOMBROS SOFTEE -10KG-;23.1;25.41;27.72
24356.UNI.20;SACO ENTRENAMIENTO BULGARO O PARA HOMBROS SOFTEE -15KG-;27.5;30.25;33
24356.UNI.25;SACO ENTRENAMIENTO BULGARO O PARA HOMBROS SOFTEE -20KG-;30.6;33.66;36.72
24357.003.12;BALÓN ENTRENAMIENTO FUNCIONAL - ROJO 7KG-;27.45;30.2;32.94
24357.004.14;BALÓN ENTRENAMIENTO FUNCIONAL -VERDE 9KG-;29.25;32.18;35.1
24357.005.8;BALÓN ENTRENAMIENTO FUNCIONAL - AMARILLO 3KG-;23.46;25.81;28.15
24357.028.10;BALÓN ENTRENAMIENTO FUNCIONAL -AZUL 5KG-;25.45;28;30.54
24358.001.3;BANDA DE RESISTENCIA - NEGRO 2,10CM-;5.1;5.61;6.12
24358.003.2;BANDA DE RESISTENCIA -ROJO 1,30CM-;3.4;3.74;4.08
24358.004.5;BANDA DE RESISTENCIA - VERDE 4,4CM-;9.95;10.95;11.94
24358.005.1;BANDA DE RESISTENCIA -AMARILLO, 0,65CM-;1.99;2.19;2.39
24358.007.7;BANDA DE RESISTENCIA - NARANJA 8,30CM-;19.9;21.89;23.88
24358.008.4;BANDA DE RESISTENCIA -VIOLETA 3,20CM-;7.5;8.25;9
24358.011.8;BANDA DE RESISTENCIA - GRIS 10,1CM-;23.6;25.96;28.32
24358.028.6;BANDA DE RESISTENCIA - AZUL 6,4CM-;14.95;16.45;17.94
24359;BOLSA DE ENTRENAMIENTO CON CARGA SOFTEE;54.95;60.45;65.94
24361.1;PIE STEP SOFTEE -ROJO Y GRIS-;3.15;3.47;3.78
24362.1;PIE MINISTEP PROFESIONAL -ROJO Y NEGRO-;3.15;3.47;3.78
24363.900;RODILLO DE PILATES SOFTEE 90 CM -NEGRO, VERDE, AMARILLO Y AZUL/AMARILLO-;14.85;16.34;17.82
24364.300;RODILLO MASAJE 30 CM -NEGRO, VERDE, ROYAL, NARANJA, VIOLETA Y ROSA-;8.6;9.46;10.32
24364.600;RODILLO MASAJE 60 CM -NEGRO, VERDE, ROYAL, NARANJA, VIOLETA Y ROSA-;19.9;21.89;23.88
24365.003.3;CARPETA TACTICA VELEDA FUTBOL (ROJA Y AMARILLA );2.98;3.28;3.58
24366.003.3;CARPETA TACTICA VELEDA PADEL (ROJA Y AMARILLA );2.98;3.28;3.58
24367.003.3;CARPETA TACTICA VELEDA VOLEIBOL (ROJA Y AMARILLA );2.98;3.28;3.58
24368.003.3;CARPETA TACTICA VELEDA TENIS;2.98;3.28;3.58
24369.003.3;CARPETA TACTICA VELEDA BALONCESTO (ROJA Y AMARILLA );2.98;3.28;3.58
24370.003.3;CARPETA TACTICA VELEDA FUTBOL SALA/BALONMANO (ROJA Y AMARILLA );2.98;3.28;3.58
24371.003.3;CARPETA TACTICA VELEDA REVERSIBLE FUTBOL (ROJA Y AMARILLA );3.3;3.63;3.96
24372.003.3;CARPETA TACTICA VELEDA REVERSIBLE BALONCESTO (ROJA Y AMARILLA );3.3;3.63;3.96
24373.003.3;CARPETA TACTICA VELEDA REVERSIBLE FUTBOL SALA/BALONMANO (ROJA Y AMARILLA );3.3;3.63;3.96
24375.084.32;PELOTA SALTARINA BRILLANTE 3,2CM -COLORES SURTIDOS-;0.9;0.99;1.08
24375.084.41;PELOTA SALTARINA BRILLANTE 4,1CM  -COLORES SURTIDOS-;1.2;1.32;1.44
24377;JUEGO PALAS ABS CON PELOTA SOFTEE PALM -NARANJA, AMARILLO, AZUL -;1.98;2.18;2.38
24377.005.1;JUEGO PALAS ABS CON PELOTA SOFTEE PALM (AZUL, NARANJA, AMARILLO);1.98;2.18;2.28
24378;SET SHUTTLEBALL SOFTEE ADVANCED CON PELOTA - VERDE, AZUL -;4.9;5.39;5.88
24378.004.1;SET SHUTTLEBALL SOFTEE ADVANCED CON PELOTA -AZUL, VERDE-;4.9;5.39;5.88
24379.002.1;INDIAKA FUTBOL FAST -ROSA, BLANCO-;0.99;1.09;1.19
24380;BATE BEISBOL FOAM CON PELOTA -ROJO, AMARILLO, AZUL-;3.39;3.73;4.07
24381.003.106;TOALLA SOFTEE SWEET 180x105 CM -CORAL, PISTACHO, VERDE AGUA, GRIS, ROYAL,VIOLETA, MORADO-;9.95;10.95;11.94
24381.003.107;TOALLA SOFTEE SWEET 140x70 CM -CORAL, PISTACHO, VERDE AGUA, GRIS, ROYAL,VIOLETA, MORADO-;6.95;7.65;8.34
24381.003.108;TOALLA SOFTEE SWEET 60 x 90 CM -CORAL, PISTACHO, VERDE AGUA, GRIS, ROYAL,VIOLETA, MORADO-;3.95;4.35;4.74
24382;VOLANTES BADMINTON SOFTEE '0.5' 6UDS - BLANCO, AMARILLO -;2.9;3.19;3.48
24383;TARRO 60 PELOTAS PVC ESSENTIAL TENIS DE MESA -BLANCO, NARANJA, AMARILLO-;2.95;3.25;3.54
24384;CAJA 6 PELOTAS PVC ESSENTIAL TENIS DE MESA -BLANCO, NARANJA, AMARILLO-;0.35;0.39;0.42
24386;GORRA SOFTEE OUTDOOR -NEGRO, BLANCO, MARINO-;4.95;4.95;5.69
24386.001.2;GORRA SOFTEE OUTDOOR -NEGRO, BLANCO, MARINO;4.95;4.95;5.69
24387;PAR ESPINILLERAS SOFTEE PVC S/M, L/XL - VERDE FLÚOR, NARANJA FLÚOR-;2.4;2.64;2.88
24388;PAR DE ALETAS CORTAS DE PISCINA FAST -30/32, 33/35, 36/38, 39/41, 42/44, 45/46-;9.6;10.56;11.52
24389;PAR DE PALAS DE PISCINA BALANCE -ROJO, AMARILLO, AZUL-;2.54;2.79;3.05
24390;RECAMBIO PARA PALA DE PISCINA BALANCE  -ROJO, AMARILLO, AZUL-;1.16;1.28;1.39
24392;MINI CONO DE MARCAJE -ROJO, VERDE, AMARILLO, ROYAL-;0.19;0.21;0.23
24393;VALLA DE SALTO DIAMOND REGULABLE;8.58;9.44;10.3
24394;CINTURÓN AQUAERÓBIC -ROJO, AZUL-;6.6;7.26;7.92
24395.003.1;CINTURÓN APRENDIZAJE CIERRE SEGURIDAD JR -ROJO, AZUL-;3.3;3.63;3.96
24395.003.2;CINTURÓN APRENDIZAJE CIERRE SEGURIDAD SR -ROJO, AZUL-;4.3;4.73;5.16
24397.003.4;SET STICK + CINTA RÍTMICA 4 MTS  -NEGRO, BLANCO, ROJO, VERDE, AMARILLO, VERDE SFT-;3.2;3.52;3.84
24397.003.6;SET STICK + CINTA RÍTMICA 6 MTS  -NEGRO, BLANCO, ROJO, VERDE, AMARILLO, VERDE SFT-;3.7;4.07;4.44
24398.003.4;CINTA RÍTMICA 4 MTS-sin varilla-  -NEGRO, BLANCO, ROJO, VERDE, AMARILLO, VERDE SFT-;1.95;2.15;2.34
24398.003.6;CINTA RÍTMICA 6 MTS-sin varilla-  -NEGRO, BLANCO, ROJO, VERDE, AMARILLO, VERDE SFT-;2.7;2.97;3.24
24399;DISCO VOLADOR DE FOAM -ROJO, VERDE, AMARILLO,AZUL-;1.49;1.64;1.79
24400;PORTERIA MULTIUSOS METÁLICA 140 X 105 CM;40.5;44.55;48.6
24400.001.110;PORTERÍA MULTIUSOS METÁLICA (NEGRO, ROJO);40.5;44.55;46.58
24401.001.10;JUEGO PESAS VINILO SOFTEE -5KG-;15.83;17.41;19
24401.003.3;JUEGO PESAS VINILO SOFTEE -1KG-;3.31;3.64;3.97
24401.004.5;JUEGO PESAS VINILO SOFTEE -1,5KG-;4.97;5.47;5.96
24401.005.8;JUEGO PESAS VINILO SOFTEE -3KG-;10.67;11.74;12.8
24401.007.7;JUEGO PESAS VINILO SOFTEE -2,5KG-;9.74;10.71;11.69
24401.028.2;JUEGO PESAS VINILO SOFTEE -0,5KG-;1.67;1.84;2
24401.028.6;JUEGO PESAS VINILO SOFTEE -2KG-;7.71;8.48;9.25
24401.028.9;JUEGO PESAS VINILO SOFTEE -4KG-;13.63;14.99;16.36
24402.001.1;JUEGO MAZAS RÍTMICA ADULTO -NEGRO, BLANCO, ROJO, VERDE, AMARILLO, VERDE SFT-;2.95;3.25;3.54
24402.001.2;JUEGO MAZAS RÍTMICA INFANTIL  -NEGRO, BLANCO, ROJO, VERDE, AMARILLO, VERDE SFT-;2.6;2.86;3.12
24403.DA1.100;CINTURÓN DE RESISTENCIA NATACIÓN NEW DENSIDAD ALTA (VERDE), LARGO: 10MTS;42.65;46.92;51.18
24403.DA1.50;CINTURÓN DE RESISTENCIA NATACIÓN NEW DENSIDAD ALTA (VERDE), LARGO: 5M;28.25;31.08;33.9
24403.DL1.100;CINTURÓN DE RESISTENCIA NATACIÓN NEW DENSIDAD LIGERA (AZUL), LARGO: 10MTS;18.07;19.88;21.68
24403.DL1.50;CINTURÓN DE RESISTENCIA NATACIÓN NEW DENSIDAD LIGERA (AZUL), LARGO: 5M;11.97;13.17;14.36
24403.DM1.100;CINTURÓN DE RESISTENCIA NATACIÓN NEW DENSIDAD MEDIA (ROJO), LARGO: 10MTS;19.52;21.47;23.42
24403.DM1.50;CINTURÓN DE RESISTENCIA NATACIÓN NEW DENSIDAD MEDIA (ROJO), LARGO: 5M;12.93;14.22;15.52
24404.A73.1;CINTURÓN APRENDIZAJE PLASTAZOTE ELEMENTOS ADULTO;4.16;4.58;4.99
24404.A73.2;CINTURÓN APRENDIZAJE PLASTAZOTE ELEMENTOS INFANTIL;3.12;3.43;3.74
24407;COMBA ALTA VELOCIDAD - NEGRO, ROJO, AMARILLO, VIOLETA, ROSA, AZUL-;8.9;9.79;10.68
24408;COMBA FUNCIONAL PVC SOFTEE - NEGRO, ROJO, VBERDE, AMARILLO, AZUL-;4.95;5.45;5.94
24409;COMBA GRIP SOFTEE - NEGRO, ROJO, AMARILLO, AZUL-;2.95;3.25;3.54
24410;FALA LUMBAR STRONG SOFTEE M, L, XL;7.96;8.76;9.55
24411.B72.303;PIEZA TATAMI SOFTEE 2.0  4CM;21.95;21.95;21.95
24411.B72.304;PIEZA TATAMI SOFTEE 2.0  2CM;13.45;13.45;13.45
24412.FUT.16;PELOTA FOAM RECUBRIMIENTO PIEL ELEFANTE 160 -ROJO, VERDE, AMARILLO,AZUL, NEGRO, FUTBOL-;4.65;5.12;5.58
24412.FUT.19;PELOTA FOAM RECUBRIMIENTO PIEL ELEFANTE 190 -FUTBOL-;7.35;8.09;8.82
24413;TESTIGO DE RELEVO DE ALUMINIO ANTIDESLIZANTE -ROJO, VERDE, ORO, AZUL, PLATA, BRONCE-;1.29;1.42;1.55
24414;BOTIQUÍN SOFTEE - NEGRO, ROJO, NARANJA-;7.95;8.75;9.54
24416.003.14;PELOTA POLIVALENTE LISA FLEXI 140  -ROJO, AZUL, VERDE, AMARILLO, VERDE SFT-;1.05;1.16;1.26
24416.003.18;PELOTA POLIVALENTE LISA FLEXI 180  -ROJO, AZUL, VERDE, AMARILLO, VERDE SFT-;1.57;1.73;1.88
24416.003.22;PELOTA POLIVALENTE LISA FLEXI 220  -ROJO, AZUL, VERDE, AMARILLO, VERDE SFT-;1.89;2.08;2.27
24417;CONO SEMIRÍGIDO SLIM SOFTEE -NEGRO, AMARILLO, NARANJA FLÚOR-;2.29;2.52;2.75
24418;ESCALERA AGILIDAD ELEVABLE;44.99;49.49;53.99
24420;REGLA PARA CONO HEXAGONAL;1.99;2.19;2.39
24421;CONO HEXAGONAL;1.59;1.75;1.91
24422.003.230;CONO PARA PICA 23 CM -AMARILLO FLÚOR, ROJO-;0.69;0.76;0.83
24422.003.310;CONO PARA PICA 31 CM  -AMARILLO FLÚOR, ROJO-;1.29;1.42;1.55
24422.003.380;CONO PARA PICA 38 CM  -AMARILLO FLÚOR, ROJO-;1.9;2.09;2.28
24423;CONO CIRCULAR;0.49;0.54;0.59
24424.138.27;CARRO PORTABALONES ACERO 70X80X90CM;89.99;98.99;107.99
24424.138.28;CARRO PORTABALONES ACERO 80X90X90CM;99;108.9;118.8
24425;CARRO PORTABALONES HIERRO;74.95;82.45;89.94
24425.001.27;CARRO PORTABALONES HIERRO 70X80X90CM;74.95;82.45;89.94
24426;ESCALERA AGILIDAD CON PELDAÑOS;11.9;13.09;14.28
24427.002.2;LONA DE PRECISIÓN S PARA PORTERIAS DE SALA;25.99;28.59;31.19
24427.002.3;LONA DE PRECISIÓN M PARA PORTERIAS DE FÚBOL 7;29.99;32.99;35.99
24427.002.4;LONA DE PRECISIÓN L PARA PORTERIAS DE FÚBOL 11;35.99;39.59;43.19
24429.1.221;PIZARRA FÚTBOL DIAMOND COLOR: ÚNICO, MEDIDAS LARGO X ALTO CM: 60X40CM;15.95;17.55;19.14
24429.1.222;PIZARRA FÚTBOL DIAMOND MEDIDAS LARGO X ALTO CM: 80X60CM, COLOR: ÚNICO;19.95;21.95;23.94
24429.1.223;PIZARRA FÚTBOL DIAMOND MEDIDAS LARGO X ALTO CM: 45X30CM, COLOR: ÚNICO;9.95;10.95;11.94
24430;BASE SOFTEE NEW PARA PICA Y ARO;3.29;3.62;3.95
24432.020.1;RUEDA ABDOMINAL DOBLE SOFTEE;6.75;7.43;8.1
24433;PELOTA HOCKEY/FLOORBALL SOFT -BLANCO, AMARILLO-;0.56;0.62;0.67
24434;PELOTA HOCKEY/FLOORBALL CON AGUJEROS 70 MM -BLANCO, AMARILLO-;0.55;0.61;0.66
24435;PELOTA HOCKEY/FLOORBALL CON AGUJEROS 100 MM  -BLANCO, AMARILLO-;0.72;0.79;0.86
24436;PELOTA LACROSSE -BLANCO, AMARILLO-;0.48;0.53;0.58
24437.005.1;PELOTA SOFT BALL INICIACIÓN MAXI;0.72;0.79;0.86
24438.005.1;PELOTA SOFT BALL INICIACIÓN;0.55;0.61;0.66
24439;ENGARCE PICAS ESTÁNDAR -AZUL, AMARILLO-;0.31;0.34;0.37
24440;ENGARCE ARO-PICA -AMARILLO, AZUL-;0.32;0.35;0.38
24441;DADO 7 CM SUPERSEGURO -NEGRO, AZUL-;1.32;1.45;1.58
24443.002.1;BILLAR MASTER CON TAPA (BLANCO, FRESNO, SAPELI);375;412.5;431.25
24444;SET LACROSSE (12 PALOS + 6 PELOTAS) -ROJO, AMARILLO, ROYAL, ROJO/ROYAL, /ROYAL/AMARILLO, AMARILLO/ROJO-;62.6;68.86;75.12
24445.003.5;SET MINIWORKPOWER CAUCHO;19;20.9;22.8
24445.003.6;SET WORKPOWER CAUCHO;33.95;37.35;40.74
24446;BRAZALETE FOAM BEBE NEW MULTICOLOR- PAR  -COLORES VARIADOS-;4.35;4.79;5.22
24449;COMBA DE PVC SOFTEE - NEGRO, ROJO, VERDE, AMARILLO, AZUL-;0.69;0.76;0.83
24450.001.305;ALFOMBRILLA YOGA;15.99;17.59;19.19
24451;DISCO LANZAMIENTO SÚPER SEGURO CAUCHO -ROJO, AZUL-;1.6;1.76;1.92
24452;TARRO 60 OVERGRIPS PERFORADOS COMFORT;27;27;27
24453;TARRO 30 OVERGRIPS PERFORADOS COMFORT;14.18;14.18;14.18
24454;TARRO 60 OVERGRIPS ADHERE;20.16;20.16;20.16
24455.12.1;GUANTE BEISBOL SOFTEE FEEL ADULTO;9.5;10.45;11.4
24456;BOLSA WATERPROOF SOFTEE 10 LITROS -ROYAL;5.5;6.05;6.6
24457;BASTON DE TREKKING BBD 1.0 -NEGRO, ROJO, AMARILLO, AZUL, PLATA, MORADO;4.35;4.79;5.22
24458;BASTON DE TREKKING BBD 2.0 -NEGRO, ROJO;4.35;4.79;5.22
24459;DISCO VOLADOR DE PLÁSTICO 1.0 -VERDE, ROJO, AMARILLO, ROYAL-;0.49;0.54;0.59
24460.003.160;ARO MALABARES 16 CM -ROJO, VERDE, NARANJA, ROSA, AMARILLO FLÚOR-;0.99;1.09;1.19
24460.003.300;ARO MALABARES 30 CM -ROJO, VERDE, NARANJA, ROSA, AMARILLO FLÚOR-;1.3;1.43;1.56
24465;STICK PIE FOAM -AZUL, AMARILLO-;4.98;5.48;5.98
24466.001.3;DISCO LANZAMIENTO CAUCHO 1KG;2.88;3.17;3.46
24466.001.49;DISCO LANZAMIENTO CAUCHO 1,75 KG;3.95;4.35;4.74
24466.001.5;DISCO LANZAMIENTO CAUCHO 1,50 KG;3.75;4.13;4.5
24466.001.6;DISCO LANZAMIENTO CAUCHO 2 KG;4.95;5.45;5.94
24466.001.600;DISCO LANZAMIENTO CAUCHO 600 GR;2.19;2.41;2.63
24466.001.800;DISCO LANZAMIENTO CAUCHO 800 GR;2.54;2.79;3.05
24469;PELOTA SOFTEE PVC FÚTBOL;2.8;3.08;3.36
24471;PELOTA SOFTEE PVC BALONCESTO;3.34;3.67;4.01
24472;PELOTA PVC FÚTBOL 150 MM COLOR ROSA;0.93;1.02;1.12
24473;PELOTA PVC CARA DIVERTIDA -AZUL, ROSA, AMARILLO-;0.4;0.44;0.48
24474;PELOTA PVC VOLEY-PLAYA;1.59;1.75;1.91
24475;CUERDA RÍTMICA LIGHT -AMARILLO, NARANJA, ROSA, CELESTE, ORO, AZUL, CAMUFLAJE, AZUL/AMARILLO, AZUL/NARANJA, ROJO/AMARILLO-;1.28;1.41;1.54
24477;CUERDA PSICOMOTRICIDAD LIGHT 10 MTS -AMARILLO, ROSA-;3.9;4.29;4.68
24479;PELOTA SOFTEE PVC VOLEY;2.38;2.62;2.86
24481.B06.2;RED PORTA 1 PELOTA PEQUEÑA;0.65;0.72;0.78
24481.B06.3;RED PORTA 1 PELOTA GRANDE;0.74;0.81;0.89
24482;CONO CON SOPORTE PARA PICA Y ARO BASE CIRCULAR -ROJO, VERDE, AMARILLO, ROYAL-;2.95;3.25;3.54
24483.1.221;PIZARRA BALONCESTO DIAMOND COLOR: ÚNICO, MEDIDAS LARGO X ALTO CM: 60X40CM;14.95;16.45;17.94
24483.1.222;PIZARRA BALONCESTO DIAMOND COLOR: ÚNICO, MEDIDAS LARGO X ALTO CM: 80X60CM;19.95;21.95;23.94
24483.1.223;PIZARRA BALONCESTO DIAMOND COLOR: ÚNICO, MEDIDAS LARGO X ALTO CM: 45X30CM;9.95;10.95;11.94
24486;CONO CON SOPORTE PARA PICA Y ARO LIGHT -VERDE, AMARILLO, ROYAL-;0.99;1.09;1.19
24487;BOTELLA SOFTEE 1000ML;1.1;1.21;1.32
24488;PARAGUAS PLEGABLE AUTOMÁTICO SOFTEE MAGIC -NEGRO, VIOLETA, MARINO, MARRÓN, GRANATE, VERDE OSCURO;5.95;6.55;7.14
24489;PARAGUAS PLEGABLE SOFTEE RIVER -NEGRO, MARINO;3.75;4.13;4.5
24491.UNI.1500;RED MULTIUSOS BASIC 15 MT;25.95;28.55;31.14
24491.UNI.2000;RED MULTIUSOS BASIC 20 MT;33.95;37.35;40.74
24491.UNI.2500;RED MULTIUSOS BASIC 25 MT;41.95;46.15;50.34
24492;PICA SLALOM 160 CM -AMARILLO, NARANJA, AMARILLO FLÚOR-;3.4;3.74;4.08
24493;BALÓN SOFTEE FÚTBOL TSUNAMI;6.95;7.65;8.34
24495;SET SHUTTLEBALL - uso exclusivo con supervolante o pelota foam- - NEGRO, NARANJA, AMARILLO -;7.8;8.58;9.36
24495.001.1;SET SHUTTLEBALL - uso exclusivo con supervolante o pelota foam- -AMARILLO, NARANJA, NEGRO-;7.8;8.58;9.36
24496;RECAMBIO CESTA CARRO PORTAPELOTAS TENIS / PÁDEL 80 PELOTAS SOFTEE  -NEGRO, ROJO, AZUL-;22;24.2;26.4
24497;BAQUETAS FITNESS SOFTEE - NEGRO, ROJO-;1.99;2.19;2.39
24498.001.100;COLCHONETA MATRIXCELL MEDIDAS 120X60CM GROSOR 1 CM -NEGRO, ROJO, VERDE, AMARILLO, VIOLETA, AZUL, VERDE SFT;6.55;7.21;7.86
24498.001.101;COLCHONETA MATRIXCELL MEDIDAS 180X60CM GROSOR 1 CM -NEGRO, ROJO, VERDE, AMARILLO, VIOLETA, AZUL, VERDE SFT;9.82;10.8;11.78
24498.003.100;COLCHONETA MATRIXCELL GROSOR 1 CM 120X60CM  -NEGRO, ROJO, VERDE, AMARILLO, VIOLETA, AZUL, VERDE SFT-;6.55;7.21;7.86
24498.003.101;COLCHONETA MATRIXCELL GROSOR 1 CM 180X60CM  -NEGRO, ROJO, VERDE, AMARILLO, VIOLETA, AZUL, VERDE SFT-;9.82;10.8;11.78
24499;PELOTA FOAM 100 MM FUTBOL -ROJO, VERDE, AZUL, AMARILLO-;1.19;1.31;1.43
24835;FRITA DE PLASTAZOTE 150 cm -ROJO, VERDE, AMARILLO, AZUL-;8.9;9.79;10.68
25004;GAFA NATACIÓN ELDORIS -AZUL, CELESTE, NEGRO, ROSA-;3.45;3.8;4.14
25005;GAFA NATACIÓN AGAPE -AMARILLO/NARANJA, NEGRO/BLANCO, ROYAL/AMARILLO, ROSA/VIOLETA-;2.95;3.25;3.54
25006;GAFA NATACION ALEXIS BABY -ROYAL/AMARILLO, AMARILLO/NARANJA, NEGRO/BLANCO, ROSA/VIOLETA-;2.75;3.03;3.3
25007;GAFA NATACIÓN GALENE JUNIOR -ROYAL/BLANCO, AMARILLO/NARANJA, CELESTE/AMARILLO, ROSA/ROYAL-;2.85;3.14;3.42
25008;GAFA NATACIÓN SOFTEE SPEED -NEGRO, BLANCO, AZUL-;3.95;4.35;4.74
25009;GAFA NATACIÓN KYROS -NEGRO, ROYAL, ROSA, GRIS, CELESTE-;2.45;2.7;2.94
25011;GAFA NATACIÓN SOFTEE SUMIT -NEGRO, CELESTE, AZUL-;4.45;4.9;5.34
25012;GAFA NATACIÓN SOFTEE MODERN -ROJO, NEGRO, PLATA, AZUL-;4.25;4.68;5.1
25014;GAFA NATACIÓN SOFTEE CANGREJO;2.5;2.75;3
25015;GAFA NATACIÓN SOFTEE ABEJA;2.5;2.75;3
